2021-11-17 19:11:20,850 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-11-17 19:11:20,869 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-11-17 19:11:20,869 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-11-17 19:11:20,869 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-11-17 19:11:20,869 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-11-17 19:11:20,869 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-11-17 19:11:20,869 INFO  SwAddin.cs: 201 - Setting up command manager
2021-11-17 19:11:20,869 INFO  SwAddin.cs: 204 - Adding command manager
2021-11-17 19:11:20,875 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-11-17 19:11:20,875 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-11-17 19:11:20,875 INFO  SwAddin.cs: 210 - Adding event handlers
2021-11-17 19:11:20,877 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-11-17 19:12:30,866 INFO  SwAddin.cs: 294 - Assembly export called for file URDF_Model.SLDASM
2021-11-17 19:12:35,093 INFO  SwAddin.cs: 313 - Saving assembly
2021-11-17 19:12:35,578 INFO  SwAddin.cs: 316 - Opening property manager
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from URDF_Model.SLDASM
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1136 - Found 42 in URDF_Model.SLDASM
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in URDF_Model.SLDASM
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Joint7-1
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1136 - Found 41 in Joint7-1
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Joint7-1
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Joint1-1
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1136 - Found 46 in Joint1-1
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Joint1-1
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Frame-1
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1136 - Found 395 in Frame-1
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Frame-1
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Joint4-1
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1136 - Found 40 in Joint4-1
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Joint4-1
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Joint5-1
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1136 - Found 42 in Joint5-1
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Joint5-1
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Joint6-1
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1136 - Found 60 in Joint6-1
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Joint6-1
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Slider-1
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1136 - Found 59 in Slider-1
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Slider-1
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from URDF_Model.SLDASM
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1136 - Found 42 in URDF_Model.SLDASM
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in URDF_Model.SLDASM
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Joint7-1
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1136 - Found 41 in Joint7-1
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Joint7-1
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Joint1-1
2021-11-17 19:12:35,584 INFO  ExportHelperExtension.cs: 1136 - Found 46 in Joint1-1
2021-11-17 19:12:35,600 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Joint1-1
2021-11-17 19:12:35,600 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Frame-1
2021-11-17 19:12:35,600 INFO  ExportHelperExtension.cs: 1136 - Found 395 in Frame-1
2021-11-17 19:12:35,601 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Frame-1
2021-11-17 19:12:35,601 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Joint4-1
2021-11-17 19:12:35,601 INFO  ExportHelperExtension.cs: 1136 - Found 40 in Joint4-1
2021-11-17 19:12:35,601 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Joint4-1
2021-11-17 19:12:35,601 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Joint5-1
2021-11-17 19:12:35,601 INFO  ExportHelperExtension.cs: 1136 - Found 42 in Joint5-1
2021-11-17 19:12:35,601 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Joint5-1
2021-11-17 19:12:35,601 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Joint6-1
2021-11-17 19:12:35,601 INFO  ExportHelperExtension.cs: 1136 - Found 60 in Joint6-1
2021-11-17 19:12:35,601 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Joint6-1
2021-11-17 19:12:35,601 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Slider-1
2021-11-17 19:12:35,601 INFO  ExportHelperExtension.cs: 1136 - Found 59 in Slider-1
2021-11-17 19:12:35,601 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Slider-1
2021-11-17 19:12:35,949 INFO  SwAddin.cs: 339 - Loading config tree
